 MX_660T      |        0.00000
 MX_410M      |        0.00000
 MX_410T      |        0.00000
 MX_433DM     |        0.00000
              |        0.00000
              |          30.00
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |           0.00
              |        0.00000
              |        0.00000
              |           0.00
              |        0.00000
              |        0.00000
 C4203190     |           2.53
              |        0.00000
 MX_255M      |        0.00000
 MX_45VV      |        0.00000
 MX_940T      |        0.00000
 S0640T2      |        0.00000
 MX_66G       |        0.00000
 MX_1501MGV   |        0.00000
 MX_1001M     |        0.00000
 MX_260M      |        0.00000
 MX_207M      |        0.00000
 MQ250069     |        0.36200
 MQ250070     |        0.40300
 MA050005     |     9206.19900
 MX_940M3     |        0.00000
 MP030032     |     1271.28541
 MX_207G      |        0.00000
 MQ340030     |        1.46400
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
 MA110003     |    18592.44800
 MX_612M2     |        0.00000
 MX_410NT4    |        0.00000
              |        0.00000
              |        0.00000
 MX_66T       |        0.00000
 MX_208M      |        0.00000
              |        0.00000
 C8104403     |           0.00
 MX_210T      |        0.00000
 MX_466T      |        0.00000
 MQ340031     |        1.46400
 MP030025     |     1249.68850
 MX_4950      |        0.00000
 MQ340141     |        2.52000
 MP030026     |     1183.24050
 MP030027     |     1357.60250
              |        0.00000
 MX_1001T     |        0.00000
 C 110056     |           0.00
              |        0.00000
              |        0.00000
 MP030033     |     1338.42441
 C9120612     |           0.00
 MP050001     |    17714.13889
              |        0.00000
 MQ010043     |     2840.51300
 MX_5130      |        0.00000
 C9505305     |           0.00
 C9557001     |           0.77
 C9505310     |           0.00
 C9529141     |           0.00
 C9557002     |           0.71
              |        0.00000
 MQ010044     |       40.28400
              |        0.00000
              |        0.00000
              |        0.00000
 MQ010045     |       61.97500
 MQ340187     |        1.13000
 MQ430060     |      560.00000
 MP050002     |     8717.76871
 C3115016     |           0.00
 MP050003     |    20267.31800
 MX_434T      |        0.00000
 MQ010064     |        4.75100
 MX_1900M2    |        0.00000
 MX_600G      |        0.00000
 MQ010160     |       30.98700
              |        0.00000
 MQ010179     |        1.03300
 MX_244T      |        0.00000
              |        0.00000
              |        0.00000
 MQ010453     |      175.70000
              |        0.00000
 MX_239M      |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
              |        0.00000
 MQ030061     |        1.54900
 MQ460016     |        0.00000
 PA020008     |      123.95000
 C8104107     |           0.00
 MQ010455     |       64.55000
 MQ030182     |      110.00000
 C8104334     |           0.00
 C8104335     |           0.00
 MX_1000T     |        0.00000
 MQ150017     |        2.06600
 MQ160250     |        0.32000
 MQ190259     |      103.00000
 MQ220057     |        2.58200
 MQ220134     |       23.24100
 MQ220169     |      196.25400
 MQ220170     |        2.58200
 MQ220171     |        8.00000
 S0640T       |        0.00000
 S1030 2      |        1.24398
 C8104336     |           0.00
 C8104652     |           0.00
 A0414        |        0.05000
 A0506        |        0.60000
 A0507        |        0.68000
 A0508        |        0.73000
 MQ220178     |      325.36800
 MQ230007     |        0.20000
 C4203136     |           1.82
 MQ230008     |        0.23100
 C8104663     |           0.00
 MQ230050     |        0.11900
 MQ230051     |        1.28000
 C9105615     |           0.00
 C9105693     |           0.00
 MQ230052     |        0.01000
 MQ230053     |        0.00000
 S1030M       |        1.26442
 C9402802     |           0.00
 C9502800     |           0.00
 C9505133     |           1.19
 C9515048     |           2.85
 C1100372     |           0.00
 A0510        |        0.82000
 C1100443     |           0.00
 MQ250137     |        0.38700
 MQ290023     |        2.32500
 MQ290172     |        1.54920
 C8101112     |           0.00
 MQ320042     |        1.29100
 C8102122     |           0.00
 C8104007     |           0.00
 C8104008     |           0.91
 C8104511     |           0.00
 MQ320043     |       20.65800
 MQ320044     |       20.65800
 S1030T       |        1.40277
 C8104662     |           0.00
 S1030T2      |        1.24398
 S1400T       |        1.03705
 C4213028     |           0.00
 C4213110     |           1.88
 C4213112     |           2.00
 C4231020     |           0.32
 C8103302     |           0.00
 C8106123     |           0.00
 A0998        |        0.95000
 C8106127     |           0.00
 A1030        |        1.78000
 C9105610     |           0.90
 A1102        |        0.67763
 C9205408     |           0.39
 A1223        |        1.15000
 A1226        |        1.23000
 A1227        |        0.81500
 MQ320045     |       20.65800
 MQ440001     |      150.00000
 C9504701     |           0.00
 MQ440027     |       70.00000
 S1470T       |        0.93930
 C9504702     |           0.00
 S1480V1      |        1.38271
 C8103303     |           0.00
 C8103333     |           0.00
 C8104002     |           0.00
 C8104003     |           0.65
 C9504750     |           0.00
 C9504770     |           0.00
 A1228        |        0.95000
 A2005        |        0.29000
 MA060020     |     1724.96600
 MQ460017     |        0.00000
 MQ460018     |        0.00000
 C1100084     |           0.00
 C1100101     |           0.60
 C9504710     |           0.00
 C9504753     |           0.00
 C9505020     |           0.00
 N4791        |        0.00000
 R0933T       |        0.77908
 S0040T       |        0.78995
 C8101042     |           0.00
 C8101043     |           0.00
 S0040T5      |        0.77072
 C8101044     |           0.00
 C8109352     |           0.72
 C8109702     |           0.00
 C9504756     |           0.00
 S1500T       |        1.28438
 S0260T       |        0.65709
 S0330T       |        0.97766
 S0433T9      |        0.68268
 C1100273     |           0.00
 S0434M       |        0.75333
 C9505655     |           0.00
 C2102405     |           0.00
 S0471T       |        0.99329
 S0471V       |        0.47566
 S0612M       |        0.74150
 S0612VV      |        1.45281
 C9557032     |           1.08
 S0624T4      |        0.69007
 C2104004     |           0.00
 S0624T5      |        1.09224
 S0625B       |        0.00000
 S1030 3      |        1.32917
 S1500T2      |        1.44611
 C2101022     |        0.77515
 C2104102     |        1.06857
 C3111052     |        1.42901
 C3111062     |        0.82320
 C3112805     |        0.97299
 C3115317     |        1.20130
 C3115318     |        1.18345
 C3115551     |        1.32935
 C4200500     |        0.00000
 C6404550     |        0.76564
 C6404551     |        0.64987
 C4203045     |           0.00
 C6404680     |        0.81187
 C7200055     |        1.32000
 S1500T5      |        6.02835
 C8104012     |        0.86228
 C8104023     |        0.85136
 C8104042     |        0.77523
 C3110304     |           0.00
 C8106221     |        0.62801
 C3112904     |           0.00
 C8106224     |        0.62801
 C9110452     |        1.68892
 C9120502     |        0.99400
 C9505653     |        2.80822
 C9557013     |        1.02433
 C3114402     |           0.00
 C9505030     |           0.00
 C9557022     |        1.14607
 C9505040     |           2.80
 D5620        |        4.37700
 C3110002     |           0.00
 C3112857     |           0.00
 C3112901     |           1.14
 EKABR 5      |        0.56805
 C3114405     |           0.00
 EKABR 6      |        0.29661
 H5031        |        2.50569
 H5040        |        2.93231
 H5465        |        1.03856
 H5710T       |        1.05229
 H5710T2      |        0.99685
 C6404950     |           0.00
 LE120006     |   350000.00000
 MA060016     |      968.87300
 MA060017     |      389.36000
 C3115042     |           0.00
 MA060018     |      330.32600
 C3112903     |           0.00
 S2050M       |        0.92201
 C1100141     |           0.00
 C1100447     |           0.00
 C1100555     |           0.00
 MA010003     |    78953.30500
 MA030006     |     2742.57222
 MA060019     |      358.52400
 MQ130039     |        1.80100
 C4203019     |           0.00
 S1030T3      |        1.37471
 C3120002     |           0.00
 S1250B       |        1.07636
 S1250M       |        0.00000
 C8102123     |           0.64
 S1250T       |        0.00000
 C8102443     |           0.00
 C3114702     |           0.00
 S1250V       |        0.94501
 S1280BB      |        1.20177
 C3113012     |           0.00
 S1281V       |        1.26646
 C3114001     |           0.00
 S2061T       |        1.73563
 MP050004     |    18000.00000
 C4203160     |           0.26
 C4203161     |           0.32
 MP050005     |    32500.00000
 MP090001     |     1968.42957
 MP090002     |     3462.65657
 C8104223     |           0.00
 MP090003     |     3533.51939
 C8104225     |           0.00
 MP110001     |    18992.48972
 MP190001     |       50.00000
 MQ010065     |      154.93700
 MQ010066     |       57.84300
 MQ010103     |       16.52700
 C4304200     |           0.00
 S1400T1      |        1.47244
 C3114006     |           0.00
 C3114704     |           0.00
 MQ010180     |        1.03300
 C4203028     |           0.00
 MQ010255     |        3.81700
 MQ010256     |       32.53700
 MQ010257     |      136.86100
 MQ010333     |       23.00000
 MQ010334     |      419.05600
 MQ010335     |       17.89500
 MQ010374     |        3.81900
 C4203104     |           2.87
 MQ010454     |      309.87000
 C4203106     |           2.79
 C4304220     |           1.42
 C4304260     |           0.91
 C4304262     |           0.00
 S1440V5      |        1.28832
 C8100553     |           0.00
 C8100662     |           0.54
 C8100663     |           0.00
 C8101155     |           0.00
 MQ020082     |        2.80000
 MQ020083     |        2.80000
 MQ030102     |       41.83000
 MQ030103     |        0.10300
 MQ160251     |       17.19000
 C8106453     |           0.90
 S1440V6      |        0.57466
 S1450G       |        0.69054
 S1450M       |        0.76450
              |        0.00000
 C8109332     |           0.00
 C4203022     |           0.00
              |        0.00000
 C8109333     |           0.00
 S1450T       |        0.66170
 C4203023     |           0.00
              |        0.00000
 S1470G       |        1.09043
              |        0.00000
 C9105602     |           0.00
 C9105603     |           0.00
 C9105604     |           0.00
 C8104312     |           0.00
 MQ020084     |        3.15000
 MQ030183     |       30.00000
 C8104313     |           0.00
 MQ030184     |       35.00000
 C8104315     |           0.00
 MQ150037     |      118.78500
 MQ150042     |        1.54100
 MQ160078     |        0.04600
 MQ160119     |        0.02200
 C8104516     |           0.00
 C8104653     |           0.00
 MQ160140     |        0.31000
              |        0.00000
              |        0.00000
 MQ160141     |        0.31000
 S410NM2      |        0.85733
              |        0.00000
 C8104342     |           0.00
 C8104343     |           0.00
 C8104564     |           0.00
 MQ070031     |       72.30400
 C9205223     |           1.17
 MQ070042     |        1.81300
 MQ080009     |       25.82300
 MQ160222     |        0.02400
 MQ160223     |        0.00000
 MQ210041     |        1.06700
 MQ210043     |        0.61500
 C8109262     |           0.00
 C9504700     |           0.00
 MQ220020     |       18.07600
              |        0.00000
 MQ220055     |       28.40500
 C7002522     |        0.00000
 C7002526     |        0.00000
 S1480T       |        1.45236
 C9504757     |           0.00
 C9504760     |           0.00
 S410NM4      |        0.79891
 MQ080019     |       23.75700
 MQ080040     |       82.63300
 MQ080041     |      103.29100
 MQ080042     |       18.07600
 MQ080043     |        8.26300
 MQ080044     |        7.74700
 MQ110027     |     2230.00000
 MQ160224     |        0.02800
 C2102401     |           0.00
 MQ160225     |        0.00000
 S1500B       |        1.58334
 EKABR8       |        0.00000
 C9505605     |           0.00
 S410NM5      |        0.92149
 C9505610     |           0.00
              |        0.00000
 C9505620     |           0.00
 C9505625     |           0.00
 C9557303     |           0.69
 A2300        |        0.00000
 A2302        |        0.00000
 MQ110028     |      695.00000
 MQ110029     |       19.65000
 MQ110030     |      167.00000
 MQ120037     |        2.71100
 MQ120038     |       10.32900
 MQ120039     |      310.90700
 MQ120040     |      173.01300
 C3116002     |           0.00
 MQ170006     |       29.40200
 MQ190046     |        6.60000
 S452VV       |        0.81243
 C8100003     |           0.00
 C1100445     |           0.00
 C4203102     |           3.00
 C1100374     |           0.00
 MQ120041     |      671.39400
 MQ120118     |      157.15800
 MQ120119     |      115.00000
 MQ120149     |     1155.00000
 MQ130038     |        1.33000
 MQ190047     |       20.65800
 MQ190067     |       22.31100
 C110448      |           0.00
 MQ190068     |      178.17800
 MQ220135     |       18.07600
 C3112912     |           0.00
 C3112913     |           0.00
 C1100442     |           0.00
 C3114054     |           0.00
 S1500T3      |        1.28220
 C9504722     |           0.00
 C9504723     |           0.00
 C9504725     |           0.00
 C9504732     |           0.00
 A2304        |        1.80000
 MQ130096     |        2.67000
 MQ130118     |        1.85000
 MQ130119     |        1.32000
 MQ130120     |       35.20000
 MQ130121     |        2.35000
 MQ130122     |        0.31500
 MQ130123     |        0.82000
 C4203109     |           1.70
 C4203110     |           1.50
 C4203300     |           0.74
 C4203350     |           1.53
 MQ190069     |       37.18500
 C8100006     |           0.00
 MQ220173     |      136.34500
 C3112902     |           0.00
 S1500T4      |        1.37263
 C9504733     |           1.29
 S5050T       |        1.18869
 A2307        |        0.00000
 A2308        |        0.00000
 A2310        |        0.00000
 A2430        |        2.55282
 A2431        |        3.45000
 C8104022     |           0.00
 A2436        |        1.48970
 C8104026     |           0.00
 C8104027     |           0.00
 C8104105     |           0.00
 C8104106     |           0.00
 A3017        |        0.00000
 C3114002     |           0.00
 A3018        |        0.00000
 MQ130124     |        3.52000
 MQ130125     |        0.73500
 MQ220177     |      154.93700
 C3115008     |           0.00
 WAD704       |        1.65000
 A3022        |        0.93000
 A3033        |        1.98800
 A3034        |        1.65000
 A3102        |        2.00000
 A3503        |        1.05000
 A3504        |        2.35000
 A3505        |        0.58853
 A3506        |       12.10000
 A3610        |        2.66000
 A3611        |        2.34000
 MQ130126     |        0.39200
 MQ140071     |        9.67000
 MQ140072     |        0.42600
 S2003R       |        0.88691
 A5000        |        0.00000
 A6003        |        0.00000
 ADR PAR      |        0.00000
 B3           |        0.00000
 ADR PARZ     |        0.00000
 B6001        |        0.25500
 B6002        |        0.25500
 C9557121     |           0.00
 B6005        |        0.00000
 MQ140073     |        0.70200
 C3115010     |           0.00
 MQ150006     |     1549.37100
 C3115011     |           0.00
 C4205620     |           0.00
 S2003T       |        0.92218
 C8104664     |           0.00
 S2010M       |        1.24181
 C8106162     |           0.00
 WAS414       |        1.50000
 C8106163     |           0.00
 B6110        |       12.00000
 C8104004     |           0.00
 B6321        |       56.00000
 C8104093     |           0.00
 C8104102     |           0.00
 C8104103     |           0.00
 C8104104     |           0.00
 C8106043     |           0.00
 C8106047     |           0.00
 C8106122     |           0.76
 C812064      |           0.00
 MQ150038     |        0.66000
 C8129201     |           0.00
 C8129402     |           0.00
 C8129502     |           0.00
 C9104520     |           0.00
 C9104521     |           0.00
 MQ150039     |        0.09000
 MQ150040     |        0.14000
 MQ150041     |        0.83000
 MQ200009     |       11.62000
 MQ230048     |        0.43400
 WAS420       |        0.80000
 B6323        |        0.00000
 B6330        |        3.36000
 C9801001     |           0.00
 C1100104     |           0.60
 C1100152     |        0.68824
 C4203000     |           0.00
 C4203002     |           0.00
 C4203005     |           0.00
 C4203009     |           0.00
 C4203010     |           0.00
 C1100153     |        0.68824
 C4203012     |           0.00
 C4203126     |           1.89
 C4203132     |           0.00
 C4203135     |           0.00
 C8100171     |           0.00
 C8100372     |           0.00
 C8101035     |           0.00
 C8101037     |           0.00
 C1100163     |        0.66760
 C1100192     |        0.00000
 C1100193     |        0.72390
 C1100201     |        1.12072
 MQ200010     |        5.93900
 C1100272     |        0.63869
 C1100503     |        0.75448
 C1100513     |        0.82850
 C1100583     |        0.85061
 C1100584     |        0.83315
 C1100590     |        0.77727
 C8106212     |           0.00
 C8106222     |           0.00
 C1100591     |        0.77727
 C8106223     |           0.00
 C1100592     |        0.77727
 C1100594     |        0.79669
 C1100596     |        0.77515
 C3115012     |           0.00
 C2101012     |        0.71872
 C2101021     |        0.77515
 WN610        |        3.45000
 C2104103     |        1.06857
 C2104104     |        0.00000
 C2104105     |        1.26303
 C2104333     |        0.70449
 C2104432     |        0.69795
 C2104442     |        0.64952
 C2104503     |        0.97078
 C2106001     |        1.06095
 C2106103     |        0.79896
 C2106113     |        0.00000
 C3003012     |        0.00000
 C3111035     |        0.82660
 C3111042     |        1.07653
 MQ160226     |        0.00000
 C3112855     |        0.97839
 C3112973     |        1.35702
 C3113102     |        1.57887
 C3114003     |        1.12285
 C3114005     |        1.27212
 C3115007     |        1.29610
 C3115020     |        1.55006
 C3115022     |        1.55006
 C3115312     |        1.18345
 C3115313     |        1.18345
 C3115315     |        1.20023
 C3115316     |        1.21945
 MQ160227     |        0.00000
 WP220        |        3.05000
 C3115043     |           0.00
 C4203047     |        2.47017
 C4203112     |        2.03705
 C4203114     |        1.17300
 C4203119     |        0.51600
 C4203120     |        1.29461
 C4203121     |        0.00000
 C4203420     |        1.87533
 C4203430     |        0.00000
 C4203447     |        2.45581
 C4203448     |        0.00000
 C4203470     |        1.36900
 C6404528     |        0.95290
 C6404530     |        0.60960
 MQ210042     |        2.00200
 C6404951     |        0.75639
 C6405045     |        0.62652
 C6405046     |        0.00000
 C6405208     |        0.00000
 C6405662     |        1.02750
 C6405663     |        1.73000
 C4203252     |           0.00
 C4203251     |           0.00
 C6405664     |        0.00000
 C4203400     |           2.00
 C7200010     |        0.00000
 C4203803     |           0.00
 C3115046     |           1.00
 C7200012     |        0.00000
 C3115314     |           0.00
 C3125502     |           0.00
 C7200013     |        0.00000
 C4200030     |           1.07
 C7200054     |        0.00000
 WSA115       |        4.65000
 C7200056     |        1.14000
 C7200101     |        0.00000
 C7200102     |        0.00000
 C7200104     |        1.14912
 C8100005     |        1.02494
 C8100007     |        1.18085
 C8100008     |        1.00322
 C8101012     |        0.67768
 C8103513     |        0.66273
 C8104001     |        0.86165
 C8104005     |        0.84603
 C8104006     |        0.84396
 C8104009     |        0.77618
 MQ220019     |       28.00000
 C8104108     |        0.85521
 C8104383     |        0.83128
 C8104656     |        1.62939
 C8106135     |        0.78422
 C8106136     |        0.75482
 C9505205     |           0.65
 C7002520     |        0.00000
 C7002524     |        0.00000
 C8106137     |        0.90768
 C8106138     |        0.96961
 C8106139     |        0.74871
 C1100103     |           0.00
 C8106172     |        0.74054
 C8106183     |        0.71203
 C8106192     |        0.86381
 MQ190048     |       20.65800
 C9120503     |        1.02022
 C9205435     |        0.71750
 C9504730     |        1.60020
 C9504735     |        1.38735
 C9504740     |        1.43480
 C9504751     |        1.67430
 C9504752     |        1.30600
 C9504754     |        1.30470
 C9504755     |        1.18056
 C9505601     |        0.45500
 C9505602     |       26.35000
 C9505604     |        1.59618
 C9505606     |        5.45000
 MQ250068     |        0.36200
 C9557091     |        0.76529
 C9557092     |        0.76841
 C9557093     |        1.01700
 C9557095     |        0.77296
 C9557102     |        1.08710
 C9900004     |        0.05000
 C9900005     |        0.69489
 C9900006     |        0.70680
 C9900007     |        1.24112
 C9900008     |        0.05000
 C9900009     |        0.93708
 C9900010     |        1.15417
 C9900011     |        0.83788
 MQ220043     |        1.03300
 EKABR 8      |        0.53776
 G4010        |        1.47664
 G4011        |        1.63179
 G4215        |        1.63490
 G4218        |        1.01567
 G4219        |        0.00000
 H4528 5      |        1.13655
 H4528 6      |        1.02312
 H4528 7      |        1.49996
 C7002527     |        0.00000
 H4528 8      |        1.29654
 H5020        |        0.89234
 H5030        |        0.56389
 MQ220044     |        1.54900
 HCU15        |        1.34974
 HCU30        |        1.16690
 HFE30        |        0.79637
 HPH20        |        1.88746
 LE           |    50000.00000
 LE010001     |   280000.00000
 LE010002     |   226100.00000
 LE010003     |    40000.00000
 LE010004     |     1800.00000
 LE010042     |     3000.00000
 LE010043     |    14000.00000
 LE010044     |    10000.00000
 C1100393     |           0.00
 C1100403     |           0.00
 C1100404     |           0.00
 C1100412     |           0.00
 LE220006     |   330000.00000
 LE220007     |    68000.00000
 LE220008     |    10000.00000
 LE220009     |   235000.00000
 LE220010     |    10000.00000
 LE220011     |    40000.00000
 LE220012     |        9.30000
 LI430001     |    20000.00000
 MA010001     |    44415.29300
 C1100413     |           0.00
 MA010002     |    76564.73500
 C3112800     |           0.00
 C3112802     |           0.00
 MA050001     |    18502.42300
 C3112803     |           0.00
 C3112852     |           0.00
 C3113002     |           0.00
 C4304250     |           1.15
 C1100553     |           0.00
 C1100252     |           0.00
 C1100253     |           0.00
 C1100371     |           0.00
 C1100263     |           0.65
 C1100504     |           0.00
 C1100551     |           0.00
 C1100593     |           0.00
 MQ250113     |        0.41000
 MA050002     |    19793.56600
 MQ250138     |        0.38700
 MA050003     |    17985.96700
 MA050004     |    17985.96700
 MQ290008     |       23.86000
 MQ290009     |        7.79800
 MQ290011     |        0.45500
 MQ290065     |       16.52700
 S452VV1      |        0.79273
 MA110004     |     3150.38700
 MP030004     |      975.65789
 C7002521     |        0.00000
 MP030005     |     1338.01921
 C7002525     |        0.00000
 MP030007     |     1564.18984
 MP030008     |     1460.44539
 MP030009     |     1899.09701
 MP030016     |     1368.55480
 MP030017     |     1118.65450
 MP030018     |      263.00000
 MP030019     |      517.42400
 MP030020     |     1037.48400
 MQ230049     |        0.06000
 A0318        |        0.22000
 A0403        |        0.32000
 A0031        |        3.15000
 A0201        |        2.15000
 A0203        |        0.06310
 A0205        |        0.30000
 A0206        |        0.08500
 A0209        |        2.18000
 MP030029     |      814.95591
 MP030030     |     1150.55089
 MP030031     |     1199.35489
 MQ010031     |        9.55400
 MQ010032     |        0.00000
 A0410        |        0.53000
 A0411        |        0.35000
 A0413        |        0.09000
 MP430001     |      439.27300
 MP430002     |      891.92100
 MQ010029     |       10.32900
 MQ010030     |       23.24100
 MQ010042     |       18.80600
 S6040        |        1.46953
 EKABR 6      |        0.00000
 EKABR 6      |        0.00000
 MQ010104     |       38.21800
 MQ010105     |       88.83100
 MQ010106     |       91.92900
 MQ010107     |       61.97500
 MQ010108     |        1.44600
 MQ010109     |        1.44600
 MQ010119     |       49.06300
 MQ010120     |       18.07600
 MQ010121     |       10.32900
 MQ010159     |        7.74700
 MQ290021     |       22.45000
 MQ290064     |        5.68100
 EKABR 6      |        0.00000
 EKABR S      |        0.00000
 MQ010253     |      196.25400
 A0502        |        2.58000
 MQ010181     |        1.03300
 MQ010182     |        1.03300
 MQ010183     |        1.03300
 MQ010184     |        1.03300
 MQ010185     |        1.03300
 MQ010195     |        1.03300
 MQ010196     |        1.03300
 MQ010233     |      108.45600
 MQ010234     |       15.49400
 MQ010254     |        0.85200
 A0512        |        2.18000
 MQ010258     |       31.72510
 MQ010259     |       11.36200
 MQ010270     |        1.14100
 MQ010298     |        2.22100
 MQ010299     |        2.22100
 MQ010309     |        9.81300
 MQ010310     |       12.91100
 MQ010311     |        3.09900
 MQ010330     |        1.85900
 MQ010331     |        2.06600
 MQ010332     |        1.54900
 A0601        |        1.18000
 MQ010375     |       47.23500
 MQ010376     |       49.38600
 MQ010377     |       48.28900
 MQ010388     |      108.50000
 MQ010389     |      178.59000
 MQ010390     |       91.23200
 MQ010409     |       44.41500
 MQ010410     |       18.59200
 MQ010411     |       69.50000
 MQ010412     |       57.00000
 MQ010413     |        7.23000
 A0608        |        3.90000
 MQ010456     |        7.59000
 MQ010466     |       89.30000
 MQ010467     |      147.91000
 MQ010468     |        6.60000
 MQ010469     |      294.48000
 MQ010488     |      116.00000
 MQ010489     |        7.50000
 MQ010490     |       96.18000
 MQ010531     |       12.60000
 MQ010543     |     1135.60000
 MQ200021     |      143.00000
 MQ200022     |      339.00000
 MQ010544     |      398.70000
 MQ010545     |      227.40000
 MQ010546     |        0.00000
 MQ020021     |       20.65800
 MQ020022     |       20.65800
 MQ020066     |       15.77000
 MQ020067     |       18.91000
 MQ020068     |      153.96000
 MQ020069     |       19.97000
 MQ020070     |       18.10000
 MQ020071     |       21.48000
 MQ020081     |        2.52000
 MQ210044     |        0.10900
 A0611        |        0.90000
 MQ020085     |       16.00000
 MQ030024     |        0.00000
 MQ030025     |        0.00000
 MQ030044     |       10.00000
 MQ030045     |       19.00000
 MQ030046     |       95.00000
 MQ030047     |       21.00000
 MQ030048     |       75.00000
 MQ030049     |       23.75700
 MQ030050     |        7.74700
 MQ030060     |        6.19700
 A0617        |        1.55000
 MQ030104     |        0.18000
 MQ030123     |      273.72200
 MQ030124     |       78.50100
 MQ030125     |      134.27900
 MQ030126     |       23.24100
 MQ030127     |        1.03300
 MQ030128     |       77.46900
 MQ030169     |        0.49000
 MQ030170     |      133.00000
 MQ030180     |       55.00000
 MQ030181     |      110.00000
 MQ050032     |       10.32900
 MQ050033     |       77.46900
 MQ050034     |      103.29100
 MQ050044     |        1.29100
 MQ050045     |        0.77500
 MQ050046     |        1.00700
 MQ050047     |        0.77500
 MQ050048     |        4.17000
 MQ050049     |       18.06800
 MQ050069     |        9.29600
 MQ050084     |       17.43500
 MQ050085     |       19.63000
 MQ050086     |       51.08000
 MQ070003     |        0.23200
 MQ070022     |        0.71900
 MQ070023     |        2.82000
 MQ070024     |        1.42000
 MQ070025     |       18.95400
 MQ070026     |        7.96000
 MQ070027     |        0.34300
 MQ070028     |        3.73400
 MQ070029     |        5.25200
 MQ070030     |      413.16600
 MQ220021     |       11.00000
 MQ220042     |       10.32900
 MQ340018     |        4.85700
 MQ110026     |      420.00000
 A1103        |        1.55000
 MQ080045     |       69.20500
 MQ080046     |       25.82300
 MQ080047     |       56.81000
 MQ100018     |        4.13200
 MQ100019     |      220.52700
 MQ100020     |        7.74700
 MQ100021     |       12.91100
 MQ110014     |       69.72200
 MQ110025     |       78.00000
 MQ220056     |       12.91100
 A1105        |        1.02000
 MQ120051     |        0.00000
 MQ120070     |     1394.43400
 MQ120071     |     4777.22600
 MQ120072     |       19.31500
 MQ120073     |      390.00000
 MQ120074     |      690.00000
 MQ120075     |       51.38700
 MQ120114     |       28.70600
 MQ120115     |        4.00700
 MQ120116     |       84.00000
 MQ120117     |       70.64000
 A1106        |        3.06000
 MQ130040     |        2.37600
 MQ130041     |        0.90100
 MQ130042     |        1.08200
 MQ130043     |        0.94700
 MQ130044     |        2.95400
 MQ130045     |        1.69800
 MQ130046     |        5.16500
 MQ130047     |        3.29200
 MQ130067     |        0.47700
 MQ220172     |       30.98700
 MQ220176     |      154.93700
 MQ140024     |        2.73000
